state,Indicator,Term,President,cycle_duration,Overall Growth (%),Average Growth (%),year,Office,Winning Candidate,Winning Party,Winning Percentage,Losing Candidate,Losing Party,Losing Percentage
MICHIGAN,Real GDP,Obama 2,Barack Obama,2013-2017,6.84,1.67,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,47.5,"CLINTON, HILLARY",DEMOCRAT,47.27
MINNESOTA,Real GDP,Obama 2,Barack Obama,2013-2017,7.56,1.84,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.45,"TRUMP, DONALD J.",REPUBLICAN,44.93
MISSISSIPPI,Real GDP,Obama 2,Barack Obama,2013-2017,1.15,0.29,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,57.94,"CLINTON, HILLARY",DEMOCRAT,40.11
MISSOURI,Real GDP,Obama 2,Barack Obama,2013-2017,3.06,0.76,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.77,"CLINTON, HILLARY",DEMOCRAT,38.14
MONTANA,Real GDP,Obama 2,Barack Obama,2013-2017,7.44,1.83,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.47,"CLINTON, HILLARY",DEMOCRAT,35.94
NEBRASKA,Real GDP,Obama 2,Barack Obama,2013-2017,10.63,2.56,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7
NEVADA,Real GDP,Obama 2,Barack Obama,2013-2017,12.9,3.09,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5
NEW HAMPSHIRE,Real GDP,Obama 2,Barack Obama,2013-2017,7.52,1.83,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46
NEW JERSEY,Real GDP,Obama 2,Barack Obama,2013-2017,3.35,0.83,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35
NEW MEXICO,Real GDP,Obama 2,Barack Obama,2013-2017,3.45,0.86,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04
NEW YORK,Real GDP,Obama 2,Barack Obama,2013-2017,8.19,1.99,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,56.14,"TRUMP, DONALD J.",REPUBLICAN,32.39
NORTH CAROLINA,Real GDP,Obama 2,Barack Obama,2013-2017,9.92,2.39,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,49.83,"CLINTON, HILLARY",DEMOCRAT,46.17
NORTH DAKOTA,Real GDP,Obama 2,Barack Obama,2013-2017,3.36,1.03,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.96,"CLINTON, HILLARY",DEMOCRAT,27.23
OHIO,Real GDP,Obama 2,Barack Obama,2013-2017,8.15,1.98,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,51.69,"CLINTON, HILLARY",DEMOCRAT,43.56
OKLAHOMA,Real GDP,Obama 2,Barack Obama,2013-2017,9.34,2.3,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,65.32,"CLINTON, HILLARY",DEMOCRAT,28.93
OREGON,Real GDP,Obama 2,Barack Obama,2013-2017,18.95,4.44,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,50.07,"TRUMP, DONALD J.",REPUBLICAN,39.09
PENNSYLVANIA,Real GDP,Obama 2,Barack Obama,2013-2017,7.12,1.73,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,48.58,"CLINTON, HILLARY",DEMOCRAT,47.85
RHODE ISLAND,Real GDP,Obama 2,Barack Obama,2013-2017,3.04,0.75,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,54.41,"TRUMP, DONALD J.",REPUBLICAN,38.9
SOUTH CAROLINA,Real GDP,Obama 2,Barack Obama,2013-2017,12.39,2.96,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,54.94,"CLINTON, HILLARY",DEMOCRAT,40.67
SOUTH DAKOTA,Real GDP,Obama 2,Barack Obama,2013-2017,6.18,1.51,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.53,"CLINTON, HILLARY",DEMOCRAT,31.74
TENNESSEE,Real GDP,Obama 2,Barack Obama,2013-2017,11.64,2.79,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.72,"CLINTON, HILLARY",DEMOCRAT,34.72
TEXAS,Real GDP,Obama 2,Barack Obama,2013-2017,10.29,2.49,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.23,"CLINTON, HILLARY",DEMOCRAT,43.24
UTAH,Real GDP,Obama 2,Barack Obama,2013-2017,18.65,4.37,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,45.54,"CLINTON, HILLARY",DEMOCRAT,27.46
VERMONT,Real GDP,Obama 2,Barack Obama,2013-2017,3.48,0.86,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.72,"TRUMP, DONALD J.",REPUBLICAN,29.76
VIRGINIA,Real GDP,Obama 2,Barack Obama,2013-2017,5.41,1.33,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,49.75,"TRUMP, DONALD J.",REPUBLICAN,44.43
WASHINGTON,Real GDP,Obama 2,Barack Obama,2013-2017,19.96,4.66,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,52.54,"TRUMP, DONALD J.",REPUBLICAN,36.83
WEST VIRGINIA,Real GDP,Obama 2,Barack Obama,2013-2017,1.65,0.42,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,68.63,"CLINTON, HILLARY",DEMOCRAT,26.48
WISCONSIN,Real GDP,Obama 2,Barack Obama,2013-2017,6.74,1.65,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,47.22,"CLINTON, HILLARY",DEMOCRAT,46.45
WYOMING,Real GDP,Obama 2,Barack Obama,2013-2017,-2.05,-0.47,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,67.4,"CLINTON, HILLARY",DEMOCRAT,21.63
