state,Indicator,Term,President,cycle_duration,Overall Growth (%),Average Growth (%),year,Office,Winning Candidate,Winning Party,Winning Percentage,Losing Candidate,Losing Party,Losing Percentage
GEORGIA,Real Personal Income,Obama 2,Barack Obama,2013-2017,19.2,4.5,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,50.77,"CLINTON, HILLARY",DEMOCRAT,45.64
HAWAII,Real Personal Income,Obama 2,Barack Obama,2013-2017,15.83,3.75,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,60.98,"TRUMP, DONALD J.",REPUBLICAN,29.44
IDAHO,Real Personal Income,Obama 2,Barack Obama,2013-2017,17.5,4.12,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,59.26,"CLINTON, HILLARY",DEMOCRAT,27.49
ILLINOIS,Real Personal Income,Obama 2,Barack Obama,2013-2017,8.49,2.08,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.83,"TRUMP, DONALD J.",REPUBLICAN,38.76
INDIANA,Real Personal Income,Obama 2,Barack Obama,2013-2017,12.56,3.01,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.94,"CLINTON, HILLARY",DEMOCRAT,37.77
IOWA,Real Personal Income,Obama 2,Barack Obama,2013-2017,8.29,2.03,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,51.16,"CLINTON, HILLARY",DEMOCRAT,41.75
KANSAS,Real Personal Income,Obama 2,Barack Obama,2013-2017,3.44,0.85,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.65,"CLINTON, HILLARY",DEMOCRAT,36.05
KENTUCKY,Real Personal Income,Obama 2,Barack Obama,2013-2017,10.8,2.61,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.52,"CLINTON, HILLARY",DEMOCRAT,32.68
LOUISIANA,Real Personal Income,Obama 2,Barack Obama,2013-2017,3.37,0.85,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.09,"CLINTON, HILLARY",DEMOCRAT,38.45
MAINE,Real Personal Income,Obama 2,Barack Obama,2013-2017,12.08,2.94,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.35,"TRUMP, DONALD J.",REPUBLICAN,43.48
MARYLAND,Real Personal Income,Obama 2,Barack Obama,2013-2017,12.24,2.93,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,60.33,"CLINTON, HILLARY",DEMOCRAT,0.0
MASSACHUSETTS,Real Personal Income,Obama 2,Barack Obama,2013-2017,11.97,2.89,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,59.05,"TRUMP, DONALD J.",REPUBLICAN,32.29
MICHIGAN,Real Personal Income,Obama 2,Barack Obama,2013-2017,14.64,3.5,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,47.5,"CLINTON, HILLARY",DEMOCRAT,47.27
MINNESOTA,Real Personal Income,Obama 2,Barack Obama,2013-2017,13.19,3.16,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.45,"TRUMP, DONALD J.",REPUBLICAN,44.93
MISSISSIPPI,Real Personal Income,Obama 2,Barack Obama,2013-2017,4.34,1.07,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,57.94,"CLINTON, HILLARY",DEMOCRAT,40.11
MISSOURI,Real Personal Income,Obama 2,Barack Obama,2013-2017,9.57,2.32,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.77,"CLINTON, HILLARY",DEMOCRAT,38.14
MONTANA,Real Personal Income,Obama 2,Barack Obama,2013-2017,11.22,2.7,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.47,"CLINTON, HILLARY",DEMOCRAT,35.94
NEBRASKA,Real Personal Income,Obama 2,Barack Obama,2013-2017,9.24,2.27,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7
NEVADA,Real Personal Income,Obama 2,Barack Obama,2013-2017,22.22,5.17,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5
NEW HAMPSHIRE,Real Personal Income,Obama 2,Barack Obama,2013-2017,9.26,2.24,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46
NEW JERSEY,Real Personal Income,Obama 2,Barack Obama,2013-2017,10.87,2.62,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35
NEW MEXICO,Real Personal Income,Obama 2,Barack Obama,2013-2017,7.87,1.93,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04
NEW YORK,Real Personal Income,Obama 2,Barack Obama,2013-2017,14.32,3.41,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,56.14,"TRUMP, DONALD J.",REPUBLICAN,32.39
NORTH CAROLINA,Real Personal Income,Obama 2,Barack Obama,2013-2017,16.36,3.87,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,49.83,"CLINTON, HILLARY",DEMOCRAT,46.17
NORTH DAKOTA,Real Personal Income,Obama 2,Barack Obama,2013-2017,0.34,0.16,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.96,"CLINTON, HILLARY",DEMOCRAT,27.23
OHIO,Real Personal Income,Obama 2,Barack Obama,2013-2017,11.28,2.72,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,51.69,"CLINTON, HILLARY",DEMOCRAT,43.56
OKLAHOMA,Real Personal Income,Obama 2,Barack Obama,2013-2017,-1.12,-0.2,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,65.32,"CLINTON, HILLARY",DEMOCRAT,28.93
OREGON,Real Personal Income,Obama 2,Barack Obama,2013-2017,20.53,4.79,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,50.07,"TRUMP, DONALD J.",REPUBLICAN,39.09
PENNSYLVANIA,Real Personal Income,Obama 2,Barack Obama,2013-2017,7.82,1.91,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,48.58,"CLINTON, HILLARY",DEMOCRAT,47.85
RHODE ISLAND,Real Personal Income,Obama 2,Barack Obama,2013-2017,7.86,1.91,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,54.41,"TRUMP, DONALD J.",REPUBLICAN,38.9
SOUTH CAROLINA,Real Personal Income,Obama 2,Barack Obama,2013-2017,19.02,4.45,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,54.94,"CLINTON, HILLARY",DEMOCRAT,40.67
SOUTH DAKOTA,Real Personal Income,Obama 2,Barack Obama,2013-2017,12.66,3.04,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.53,"CLINTON, HILLARY",DEMOCRAT,31.74
TENNESSEE,Real Personal Income,Obama 2,Barack Obama,2013-2017,12.62,3.03,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.72,"CLINTON, HILLARY",DEMOCRAT,34.72
TEXAS,Real Personal Income,Obama 2,Barack Obama,2013-2017,12.51,3.03,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.23,"CLINTON, HILLARY",DEMOCRAT,43.24
UTAH,Real Personal Income,Obama 2,Barack Obama,2013-2017,22.67,5.26,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,45.54,"CLINTON, HILLARY",DEMOCRAT,27.46
VERMONT,Real Personal Income,Obama 2,Barack Obama,2013-2017,7.01,1.73,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.72,"TRUMP, DONALD J.",REPUBLICAN,29.76
VIRGINIA,Real Personal Income,Obama 2,Barack Obama,2013-2017,13.7,3.26,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,49.75,"TRUMP, DONALD J.",REPUBLICAN,44.43
WASHINGTON,Real Personal Income,Obama 2,Barack Obama,2013-2017,16.85,3.97,2016,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,52.54,"TRUMP, DONALD J.",REPUBLICAN,36.83
WEST VIRGINIA,Real Personal Income,Obama 2,Barack Obama,2013-2017,5.57,1.37,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,68.63,"CLINTON, HILLARY",DEMOCRAT,26.48
WISCONSIN,Real Personal Income,Obama 2,Barack Obama,2013-2017,10.45,2.53,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,47.22,"CLINTON, HILLARY",DEMOCRAT,46.45
WYOMING,Real Personal Income,Obama 2,Barack Obama,2013-2017,1.66,0.51,2016,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,67.4,"CLINTON, HILLARY",DEMOCRAT,21.63
