state,Indicator,Term,President,cycle_duration,Overall Growth (%),Average Growth (%),year,Office,Winning Candidate,Winning Party,Winning Percentage,Losing Candidate,Losing Party,Losing Percentage
MINNESOTA,Real Personal Income,Obama 1,Barack Obama,2009-2013,11.82,2.85,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,44.96,"ROMNEY, MITT",REPUBLICAN,44.96
MISSISSIPPI,Real Personal Income,Obama 1,Barack Obama,2009-2013,1.5,0.38,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,55.29,"OBAMA, BARACK H.",DEMOCRAT,43.79
MISSOURI,Real Personal Income,Obama 1,Barack Obama,2009-2013,1.37,0.36,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,53.76,"OBAMA, BARACK H.",DEMOCRAT,44.38
MONTANA,Real Personal Income,Obama 1,Barack Obama,2009-2013,12.01,2.9,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,55.35,"OBAMA, BARACK H.",DEMOCRAT,41.7
NEBRASKA,Real Personal Income,Obama 1,Barack Obama,2009-2013,10.29,2.57,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,59.8,"OBAMA, BARACK H.",DEMOCRAT,38.03
NEVADA,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.63,1.87,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,52.36,"ROMNEY, MITT",REPUBLICAN,45.68
NEW HAMPSHIRE,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.38,1.82,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.98,"ROMNEY, MITT",REPUBLICAN,46.4
NEW JERSEY,Real Personal Income,Obama 1,Barack Obama,2009-2013,5.92,1.46,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,58.34,"ROMNEY, MITT",REPUBLICAN,40.62
NEW MEXICO,Real Personal Income,Obama 1,Barack Obama,2009-2013,1.67,0.44,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,52.99,"ROMNEY, MITT",REPUBLICAN,42.84
NEW YORK,Real Personal Income,Obama 1,Barack Obama,2009-2013,9.14,2.22,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,60.76,"ROMNEY, MITT",REPUBLICAN,31.24
NORTH CAROLINA,Real Personal Income,Obama 1,Barack Obama,2009-2013,-0.63,-0.12,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,50.39,"OBAMA, BARACK H.",DEMOCRAT,48.35
NORTH DAKOTA,Real Personal Income,Obama 1,Barack Obama,2009-2013,30.72,7.06,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,58.32,"OBAMA, BARACK H.",DEMOCRAT,38.7
OHIO,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.33,1.8,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,50.67,"ROMNEY, MITT",REPUBLICAN,47.69
OKLAHOMA,Real Personal Income,Obama 1,Barack Obama,2009-2013,13.03,3.12,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,66.77,"OBAMA, BARACK H.",DEMOCRAT,33.23
OREGON,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.06,1.72,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.24,"ROMNEY, MITT",REPUBLICAN,42.15
PENNSYLVANIA,Real Personal Income,Obama 1,Barack Obama,2009-2013,8.76,2.13,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,52.08,"ROMNEY, MITT",REPUBLICAN,46.68
RHODE ISLAND,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.45,1.86,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.7,"ROMNEY, MITT",REPUBLICAN,35.24
SOUTH CAROLINA,Real Personal Income,Obama 1,Barack Obama,2009-2013,5.03,1.24,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,54.56,"OBAMA, BARACK H.",DEMOCRAT,44.09
SOUTH DAKOTA,Real Personal Income,Obama 1,Barack Obama,2009-2013,5.25,1.37,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,57.89,"OBAMA, BARACK H.",DEMOCRAT,39.87
TENNESSEE,Real Personal Income,Obama 1,Barack Obama,2009-2013,5.9,1.45,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,59.48,"OBAMA, BARACK H.",DEMOCRAT,39.08
TEXAS,Real Personal Income,Obama 1,Barack Obama,2009-2013,16.32,3.88,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,57.17,"OBAMA, BARACK H.",DEMOCRAT,41.38
UTAH,Real Personal Income,Obama 1,Barack Obama,2009-2013,14.27,3.4,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,72.79,"OBAMA, BARACK H.",DEMOCRAT,24.75
VERMONT,Real Personal Income,Obama 1,Barack Obama,2009-2013,6.81,1.68,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,66.57,"ROMNEY, MITT",REPUBLICAN,30.97
VIRGINIA,Real Personal Income,Obama 1,Barack Obama,2009-2013,4.71,1.19,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.16,"ROMNEY, MITT",REPUBLICAN,47.28
WASHINGTON,Real Personal Income,Obama 1,Barack Obama,2009-2013,12.91,3.1,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.16,"ROMNEY, MITT",REPUBLICAN,41.29
WEST VIRGINIA,Real Personal Income,Obama 1,Barack Obama,2009-2013,-0.69,-0.15,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,62.3,"OBAMA, BARACK H.",DEMOCRAT,35.54
WISCONSIN,Real Personal Income,Obama 1,Barack Obama,2009-2013,5.88,1.45,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,52.78,"ROMNEY, MITT",REPUBLICAN,45.94
WYOMING,Real Personal Income,Obama 1,Barack Obama,2009-2013,13.55,3.29,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,68.19,"OBAMA, BARACK H.",DEMOCRAT,27.64
