state,Indicator,Term,President,cycle_duration,Overall Growth (%),Average Growth (%),year,Office,Winning Candidate,Winning Party,Winning Percentage,Losing Candidate,Losing Party,Losing Percentage
KENTUCKY,Total Employment,Obama 1,Barack Obama,2009-2013,3.56,0.88,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,60.49,"OBAMA, BARACK H.",DEMOCRAT,37.8
LOUISIANA,Total Employment,Obama 1,Barack Obama,2009-2013,4.43,1.09,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,57.78,"OBAMA, BARACK H.",DEMOCRAT,40.58
MAINE,Total Employment,Obama 1,Barack Obama,2009-2013,0.38,0.1,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,55.37,"ROMNEY, MITT",REPUBLICAN,40.33
MARYLAND,Total Employment,Obama 1,Barack Obama,2009-2013,4.0,0.99,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,61.97,"ROMNEY, MITT",REPUBLICAN,35.9
MASSACHUSETTS,Total Employment,Obama 1,Barack Obama,2009-2013,5.77,1.42,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,60.34,"ROMNEY, MITT",REPUBLICAN,37.32
MICHIGAN,Total Employment,Obama 1,Barack Obama,2009-2013,5.48,1.35,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.21,"ROMNEY, MITT",REPUBLICAN,44.71
MINNESOTA,Total Employment,Obama 1,Barack Obama,2009-2013,3.84,0.95,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,44.96,"ROMNEY, MITT",REPUBLICAN,44.96
MISSISSIPPI,Total Employment,Obama 1,Barack Obama,2009-2013,2.69,0.67,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,55.29,"OBAMA, BARACK H.",DEMOCRAT,43.79
MISSOURI,Total Employment,Obama 1,Barack Obama,2009-2013,1.23,0.31,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,53.76,"OBAMA, BARACK H.",DEMOCRAT,44.38
MONTANA,Total Employment,Obama 1,Barack Obama,2009-2013,3.65,0.9,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,55.35,"OBAMA, BARACK H.",DEMOCRAT,41.7
NEBRASKA,Total Employment,Obama 1,Barack Obama,2009-2013,3.52,0.87,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,59.8,"OBAMA, BARACK H.",DEMOCRAT,38.03
NEVADA,Total Employment,Obama 1,Barack Obama,2009-2013,3.2,0.81,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,52.36,"ROMNEY, MITT",REPUBLICAN,45.68
NEW HAMPSHIRE,Total Employment,Obama 1,Barack Obama,2009-2013,1.73,0.43,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.98,"ROMNEY, MITT",REPUBLICAN,46.4
NEW JERSEY,Total Employment,Obama 1,Barack Obama,2009-2013,2.82,0.7,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,58.34,"ROMNEY, MITT",REPUBLICAN,40.62
NEW MEXICO,Total Employment,Obama 1,Barack Obama,2009-2013,0.34,0.09,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,52.99,"ROMNEY, MITT",REPUBLICAN,42.84
NEW YORK,Total Employment,Obama 1,Barack Obama,2009-2013,5.78,1.42,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,60.76,"ROMNEY, MITT",REPUBLICAN,31.24
NORTH CAROLINA,Total Employment,Obama 1,Barack Obama,2009-2013,4.24,1.05,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,50.39,"OBAMA, BARACK H.",DEMOCRAT,48.35
NORTH DAKOTA,Total Employment,Obama 1,Barack Obama,2009-2013,19.16,4.5,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,58.32,"OBAMA, BARACK H.",DEMOCRAT,38.7
OHIO,Total Employment,Obama 1,Barack Obama,2009-2013,3.51,0.87,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,50.67,"ROMNEY, MITT",REPUBLICAN,47.69
OKLAHOMA,Total Employment,Obama 1,Barack Obama,2009-2013,5.26,1.29,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,66.77,"OBAMA, BARACK H.",DEMOCRAT,33.23
OREGON,Total Employment,Obama 1,Barack Obama,2009-2013,3.25,0.81,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.24,"ROMNEY, MITT",REPUBLICAN,42.15
PENNSYLVANIA,Total Employment,Obama 1,Barack Obama,2009-2013,3.5,0.87,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,52.08,"ROMNEY, MITT",REPUBLICAN,46.68
RHODE ISLAND,Total Employment,Obama 1,Barack Obama,2009-2013,2.4,0.6,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.7,"ROMNEY, MITT",REPUBLICAN,35.24
SOUTH CAROLINA,Total Employment,Obama 1,Barack Obama,2009-2013,5.62,1.38,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,54.56,"OBAMA, BARACK H.",DEMOCRAT,44.09
SOUTH DAKOTA,Total Employment,Obama 1,Barack Obama,2009-2013,4.45,1.09,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,57.89,"OBAMA, BARACK H.",DEMOCRAT,39.87
TENNESSEE,Total Employment,Obama 1,Barack Obama,2009-2013,4.71,1.16,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,59.48,"OBAMA, BARACK H.",DEMOCRAT,39.08
TEXAS,Total Employment,Obama 1,Barack Obama,2009-2013,9.36,2.27,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,57.17,"OBAMA, BARACK H.",DEMOCRAT,41.38
UTAH,Total Employment,Obama 1,Barack Obama,2009-2013,7.31,1.79,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,72.79,"OBAMA, BARACK H.",DEMOCRAT,24.75
VERMONT,Total Employment,Obama 1,Barack Obama,2009-2013,2.6,0.65,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,66.57,"ROMNEY, MITT",REPUBLICAN,30.97
VIRGINIA,Total Employment,Obama 1,Barack Obama,2009-2013,2.95,0.73,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.16,"ROMNEY, MITT",REPUBLICAN,47.28
WASHINGTON,Total Employment,Obama 1,Barack Obama,2009-2013,4.62,1.14,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.16,"ROMNEY, MITT",REPUBLICAN,41.29
WEST VIRGINIA,Total Employment,Obama 1,Barack Obama,2009-2013,1.69,0.42,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,62.3,"OBAMA, BARACK H.",DEMOCRAT,35.54
WISCONSIN,Total Employment,Obama 1,Barack Obama,2009-2013,2.75,0.68,2012,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,52.78,"ROMNEY, MITT",REPUBLICAN,45.94
WYOMING,Total Employment,Obama 1,Barack Obama,2009-2013,3.36,0.83,2012,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,68.19,"OBAMA, BARACK H.",DEMOCRAT,27.64
