state,year,candidate,party_simplified,party_detailed,candidatevotes,totalvotes
WASHINGTON,2000,"BUCHANAN, PATRICK """"PAT""""",OTHER,FREEDOM,7171,2487433
WASHINGTON,2000,"HAGELIN, JOHN",OTHER,NATURAL LAW,2927,2487433
WASHINGTON,2000,"PHILLIPS, HOWARD",OTHER,CONSTITUTION PARTY,1989,2487433
WASHINGTON,2000,"MOOREHEAD, MONICA",OTHER,WORKERS WORLD,1729,2487433
WASHINGTON,2000,"MCREYNOLDS, DAVID",OTHER,SOCIALIST,660,2487433
WASHINGTON,2000,"HARRIS, JAMES",OTHER,SOCIALIST WORKERS,304,2487433
WEST VIRGINIA,2000,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,336475,648124
WEST VIRGINIA,2000,"GORE, AL",DEMOCRAT,DEMOCRAT,295497,648124
WEST VIRGINIA,2000,"NADER, RALPH",OTHER,GREEN,10680,648124
WEST VIRGINIA,2000,"BUCHANAN, PATRICK """"PAT""""",OTHER,REFORM PARTY,3169,648124
WEST VIRGINIA,2000,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,1912,648124
WEST VIRGINIA,2000,"HAGELIN, JOHN",OTHER,NATURAL LAW,367,648124
WISCONSIN,2000,"GORE, AL",DEMOCRAT,DEMOCRAT,1242987,2598607
WISCONSIN,2000,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1237279,2598607
WISCONSIN,2000,"NADER, RALPH",OTHER,GREEN,94070,2598607
WISCONSIN,2000,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,6640,2598607
WYOMING,2000,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,147947,213726
WYOMING,2000,"GORE, AL",DEMOCRAT,DEMOCRAT,60481,213726
WYOMING,2000,"BUCHANAN, PATRICK """"PAT""""",OTHER,REFORM PARTY,2724,213726
WYOMING,2000,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,1443,213726
WYOMING,2000,"PHILLIPS, HOWARD",OTHER,INDEPENDENT,720,213726
WYOMING,2000,"HAGELIN, JOHN",OTHER,NATURAL LAW,411,213726
ALABAMA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1176394,1883415
ALABAMA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,693933,1883415
ALABAMA,2004,OTHER,OTHER,INDEPENDENT,12190,1883415
ALASKA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,190889,312598
ALASKA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,111025,312598
ALASKA,2004,"NADER, RALPH",OTHER,POPULIST,5069,312598
ALASKA,2004,"PEROUTKA, MICHAEL",OTHER,ALASKAN INDEPENDENCE PARTY,2092,312598
ALASKA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,1675,312598
ALASKA,2004,"COBB, DAVID",OTHER,GREEN,1058,312598
ARIZONA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1104294,2012585
ARIZONA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,893524,2012585
ARIZONA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,11856,2012585
ARKANSAS,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,572898,1054945
ARKANSAS,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,469953,1054945
ARKANSAS,2004,"NADER, RALPH",OTHER,POPULIST,6171,1054945
ARKANSAS,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,2352,1054945
ARKANSAS,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,2083,1054945
ARKANSAS,2004,"COBB, DAVID",OTHER,GREEN,1488,1054945
CALIFORNIA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,6745485,12421353
CALIFORNIA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,5509826,12421353
CALIFORNIA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,50165,12421353
CALIFORNIA,2004,"COBB, DAVID",OTHER,GREEN,40771,12421353
CALIFORNIA,2004,"PELTIER, LEONARD",OTHER,PEACE & FREEDOM,27607,12421353
CALIFORNIA,2004,"PEROUTKA, MICHAEL",OTHER,AMERICAN INDEPENDENT PARTY,26645,12421353
COLORADO,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1101255,2129630
COLORADO,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,1001732,2129630
COLORADO,2004,"NADER, RALPH",OTHER,REFORM PARTY,12718,2129630
COLORADO,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,7664,2129630
COLORADO,2004,"PEROUTKA, MICHAEL",OTHER,AMERICAN CONSTITUTION PARTY,2562,2129630
COLORADO,2004,"COBB, DAVID",OTHER,GREEN,1591,2129630
COLORADO,2004,"ANDRESS, STANFORD",OTHER,UNAFFILIATED,804,2129630
COLORADO,2004,"AMONDSON, GENE",OTHER,CONCERNS OF PEOPLE,378,2129630
COLORADO,2004,"VAN AUKEN, BILL",OTHER,SOCIALIST EQUALITY PARTY,329,2129630
COLORADO,2004,"CALERO, ROGER",OTHER,SOCIALIST WORKERS,241,2129630
COLORADO,2004,"BROWN, WALT",OTHER,SOCIALIST,216,2129630
COLORADO,2004,"DODGE, EARL",OTHER,PROHIBITION,140,2129630
CONNECTICUT,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,857488,1578769
CONNECTICUT,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,693826,1578769
CONNECTICUT,2004,"NADER, RALPH",OTHER,PETITIONING CANDIDATE,12969,1578769
CONNECTICUT,2004,"COBB, DAVID",OTHER,GREEN,9564,1578769
CONNECTICUT,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,3367,1578769
CONNECTICUT,2004,"PEROUTKA, MICHAEL",OTHER,CONCERNED CITIZENS,1543,1578769
CONNECTICUT,2004,"CALERO, ROGER",OTHER,SOCIALIST WORKERS,12,1578769
DELAWARE,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,200152,375190
DELAWARE,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,171660,375190
DELAWARE,2004,"NADER, RALPH",OTHER,INDEPENDENT,2153,375190
DELAWARE,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,586,375190
DELAWARE,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,289,375190
DELAWARE,2004,"COBB, DAVID",OTHER,GREEN,250,375190
DELAWARE,2004,"BROWN, WALT",OTHER,NATURAL LAW,100,375190
DISTRICT OF COLUMBIA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,202970,227586
DISTRICT OF COLUMBIA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,21256,227586
DISTRICT OF COLUMBIA,2004,"NADER, RALPH",OTHER,INDEPENDENT,1485,227586
DISTRICT OF COLUMBIA,2004,"COBB, DAVID",OTHER,D.C. STATEHOOD GREEN,737,227586
DISTRICT OF COLUMBIA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,502,227586
DISTRICT OF COLUMBIA,2004,"CALERO, ROGER",OTHER,SOCIALIST WORKERS,130,227586
FLORIDA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,3964522,7609810
FLORIDA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,3583544,7609810
FLORIDA,2004,"NADER, RALPH",OTHER,REFORM PARTY,32971,7609810
FLORIDA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,11996,7609810
FLORIDA,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY OF FLORIDA,6626,7609810
FLORIDA,2004,"COBB, DAVID",OTHER,GREEN,3917,7609810
FLORIDA,2004,"BROWN, WALT",OTHER,SOCIALIST PARTY OF FLORIDA,3502,7609810
FLORIDA,2004,"CALERO, ROGER",OTHER,SOCIALIST WORKERS,2732,7609810
GEORGIA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1914254,3301875
GEORGIA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,1366149,3301875
GEORGIA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,18387,3301875
HAWAII,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,231708,429013
HAWAII,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,194191,429013
HAWAII,2004,"COBB, DAVID",OTHER,GREEN,1737,429013
HAWAII,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,1377,429013
IDAHO,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,409235,598376
IDAHO,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,181098,598376
IDAHO,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,3844,598376
IDAHO,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,3084,598376
IDAHO,2004,"NADER, RALPH",OTHER,INDEPENDENT,1115,598376
ILLINOIS,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,2891550,5274322
ILLINOIS,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,2345946,5274322
ILLINOIS,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,32442,5274322
INDIANA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1479438,2468002
INDIANA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,969011,2468002
INDIANA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,18058,2468002
IOWA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,751957,1506908
IOWA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,741898,1506908
IOWA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,2992,1506908
IOWA,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,1304,1506908
IOWA,2004,"COBB, DAVID",OTHER,GREEN,1141,1506908
IOWA,2004,"CALERO, ROGER",OTHER,SOCIALIST WORKERS,373,1506908
KANSAS,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,736456,1187756
KANSAS,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,434993,1187756
KANSAS,2004,"NADER, RALPH",OTHER,REFORM PARTY,9348,1187756
KANSAS,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,4013,1187756
KANSAS,2004,"PEROUTKA, MICHAEL",OTHER,INDEPENDENT,2899,1187756
KENTUCKY,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1069439,1795882
KENTUCKY,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,712733,1795882
KENTUCKY,2004,"NADER, RALPH",OTHER,INDEPENDENT,8856,1795882
KENTUCKY,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,2619,1795882
KENTUCKY,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,2213,1795882
LOUISIANA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1102169,1943106
LOUISIANA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,820299,1943106
LOUISIANA,2004,"NADER, RALPH",OTHER,INDEPENDENT,7032,1943106
LOUISIANA,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,5203,1943106
LOUISIANA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,2781,1943106
LOUISIANA,2004,"BROWN, WALT",OTHER,PROTECTING WORKING FAMILIES,1795,1943106
LOUISIANA,2004,"AMONDSON, GENE",OTHER,PROHIBITION,1566,1943106
LOUISIANA,2004,"COBB, DAVID",OTHER,GREEN,1276,1943106
LOUISIANA,2004,"CALERO, ROGER",OTHER,SOCIALIST,985,1943106
MAINE,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,396842,740752
MAINE,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,330201,740752
MAINE,2004,"THE BETTER LIFE,",OTHER,INDEPENDENT,8069,740752
MAINE,2004,"COBB, DAVID",OTHER,GREEN,2936,740752
MAINE,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,1965,740752
MAINE,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,735,740752
MARYLAND,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,1334493,2384238
MARYLAND,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1024703,2384238
MARYLAND,2004,"NADER, RALPH",OTHER,POPULIST,11854,2384238
MARYLAND,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,6094,2384238
MARYLAND,2004,"COBB, DAVID",OTHER,GREEN,3632,2384238
MARYLAND,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,3421,2384238
MARYLAND,2004,OTHER,OTHER,UNAFFILIATED,34,2384238
MARYLAND,2004,OTHER,DEMOCRAT,DEMOCRAT,7,2384238
MASSACHUSETTS,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,1803800,2927455
MASSACHUSETTS,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1071109,2927455
MASSACHUSETTS,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,15022,2927455
MASSACHUSETTS,2004,"COBB, DAVID",OTHER,GREEN-RAINBOW,10623,2927455
MASSACHUSETTS,2004,"NADER, RALPH",OTHER,INDEPENDENT,4806,2927455
MICHIGAN,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,2479183,4839252
MICHIGAN,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,2313746,4839252
MICHIGAN,2004,"NADER, RALPH",OTHER,NO PARTY AFFILIATION,24035,4839252
MICHIGAN,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,10552,4839252
MICHIGAN,2004,"COBB, DAVID",OTHER,GREEN,5325,4839252
MICHIGAN,2004,"PEROUTKA, MICHAEL",OTHER,U.S. TAXPAYERS PARTY,4980,4839252
MICHIGAN,2004,"BROWN, WALT",OTHER,NATURAL LAW,1431,4839252
MINNESOTA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRATIC-FARMER-LABOR,1445014,2828387
MINNESOTA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1346695,2828387
MINNESOTA,2004,"NADER, RALPH",OTHER,BETTER LIFE,18683,2828387
MINNESOTA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,4639,2828387
MINNESOTA,2004,"COBB, DAVID",OTHER,GREEN,4408,2828387
MINNESOTA,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,3074,2828387
MINNESOTA,2004,"HARENS, THOMAS",OTHER,CHRISTIAN FREEDOM PARTY,2387,2828387
MINNESOTA,2004,"VAN AUKEN, BILL",OTHER,SOCIALIST EQUALITY PARTY,539,2828387
MINNESOTA,2004,"CALERO, ROGER",OTHER,SOCIALIST WORKERS,416,2828387
MISSISSIPPI,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,672660,1139824
MISSISSIPPI,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,457766,1139824
MISSISSIPPI,2004,"NADER, RALPH",OTHER,REFORM PARTY,3175,1139824
MISSISSIPPI,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,1793,1139824
MISSISSIPPI,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,1758,1139824
MISSISSIPPI,2004,"CALERO, ROGER",OTHER,INDEPENDENT,1599,1139824
MISSISSIPPI,2004,"COBB, DAVID",OTHER,GREEN,1073,1139824
MISSOURI,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1455713,2731364
MISSOURI,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,1259171,2731364
MISSOURI,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,9831,2731364
MISSOURI,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,5355,2731364
MISSOURI,2004,"NADER, RALPH",OTHER,INDEPENDENT,1294,2731364
MONTANA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,266063,450434
MONTANA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,173710,450434
MONTANA,2004,"NADER, RALPH",OTHER,INDEPENDENT,6168,450434
MONTANA,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,1764,450434
MONTANA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,1733,450434
MONTANA,2004,"COBB, DAVID",OTHER,GREEN,996,450434
NEBRASKA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,512814,778186
NEBRASKA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,254328,778186
NEBRASKA,2004,"NADER, RALPH",OTHER,REFORM PARTY,5780,778186
NEBRASKA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,2041,778186
NEBRASKA,2004,OTHER,OTHER,NEBRASKA PARTY,1314,778186
NEBRASKA,2004,"COBB, DAVID",OTHER,GREEN,978,778186
NEVADA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,418690,829587
NEVADA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,397190,829587
NEVADA,2004,"NADER, RALPH",OTHER,INDEPENDENT,4838,829587
NEVADA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,3176,829587
NEVADA,2004,"PEROUTKA, MICHAEL",OTHER,INDEPENDENT AMERICAN,1152,829587
NEVADA,2004,"COBB, DAVID",OTHER,GREEN,853,829587
NEW HAMPSHIRE,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,340511,678287
NEW HAMPSHIRE,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,331237,678287
NEW HAMPSHIRE,2004,"NADER, RALPH",OTHER,INDEPENDENT,4479,678287
NEW JERSEY,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,1911430,3611691
NEW JERSEY,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1670003,3611691
NEW JERSEY,2004,OTHER,OTHER,INDEPENDENT,30258,3611691
NEW MEXICO,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,376930,756304
NEW MEXICO,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,370942,756304
NEW MEXICO,2004,"NADER, RALPH",OTHER,INDEPENDENT,4053,756304
NEW MEXICO,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,2382,756304
NEW MEXICO,2004,"COBB, DAVID",OTHER,GREEN,1226,756304
NEW MEXICO,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,771,756304
NEW YORK,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,4180755,7448266
NEW YORK,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,2806993,7448266
NEW YORK,2004,"BUSH, GEORGE W.",OTHER,CONSERVATIVE,155574,7448266
NEW YORK,2004,"KERRY, JOHN",OTHER,WORKING FAMILIES,133525,7448266
NEW YORK,2004,"NADER, RALPH",OTHER,INDEPENDENCE,84247,7448266
NEW YORK,2004,"NADER, RALPH",OTHER,PEACE AND JUSTICE,15626,7448266
NEW YORK,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,11607,7448266
NEW YORK,2004,"CALERO, ROGER",OTHER,SOCIALIST WORKERS,2405,7448266
NORTH CAROLINA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1961166,3501007
NORTH CAROLINA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,1525849,3501007
NORTH CAROLINA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,11731,3501007
NORTH CAROLINA,2004,OTHER,OTHER,UNAFFILIATED,2261,3501007
NORTH DAKOTA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,196651,312833
NORTH DAKOTA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,111052,312833
NORTH DAKOTA,2004,"NADER, RALPH",OTHER,INDEPENDENT,3756,312833
NORTH DAKOTA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,851,312833
NORTH DAKOTA,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,514,312833
OHIO,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,2859764,5627903
OHIO,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,2741165,5627903
OKLAHOMA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,959792,1463758
OKLAHOMA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,503966,1463758
OREGON,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,943163,1836782
OREGON,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,866831,1836782
OREGON,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,7260,1836782
OREGON,2004,"COBB, DAVID",OTHER,PACIFIC GREEN,5315,1836782
OREGON,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,5257,1836782
PENNSYLVANIA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,2938095,5769590
PENNSYLVANIA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,2793847,5769590
PENNSYLVANIA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,21185,5769590
PENNSYLVANIA,2004,"COBB, DAVID",OTHER,GREEN,6319,5769590
PENNSYLVANIA,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,6318,5769590
PENNSYLVANIA,2004,"INDEPENDENT PARTY CANDIDATE,",OTHER,INDEPENDENT,2656,5769590
RHODE ISLAND,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,259760,437134
RHODE ISLAND,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,169046,437134
RHODE ISLAND,2004,"NADER, RALPH",OTHER,REFORM PARTY,4651,437134
RHODE ISLAND,2004,"COBB, DAVID",OTHER,GREEN,1333,437134
RHODE ISLAND,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,907,437134
RHODE ISLAND,2004,NONPARTISAN,OTHER,NONPARTISAN,845,437134
RHODE ISLAND,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,339,437134
RHODE ISLAND,2004,WORKERS WORLD,OTHER,WORKERS WORLD,253,437134
SOUTH CAROLINA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,937974,1617700
SOUTH CAROLINA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,661669,1617700
SOUTH CAROLINA,2004,"NADER, RALPH",OTHER,INDEPENDENCE,5520,1617700
SOUTH CAROLINA,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,5317,1617700
SOUTH CAROLINA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,3608,1617700
SOUTH CAROLINA,2004,"BROWN, WALT",OTHER,UNITED CITIZENS,2124,1617700
SOUTH CAROLINA,2004,"COBB, DAVID",OTHER,GREEN,1488,1617700
SOUTH DAKOTA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,232584,388215
SOUTH DAKOTA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,149244,388215
SOUTH DAKOTA,2004,"NADER, RALPH",OTHER,INDEPENDENT,4320,388215
SOUTH DAKOTA,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,1103,388215
SOUTH DAKOTA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,964,388215
TENNESSEE,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1384375,2437319
TENNESSEE,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,1036477,2437319
TENNESSEE,2004,OTHER,OTHER,INDEPENDENT,16428,2437319
TEXAS,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,4526917,7410749
TEXAS,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,2832704,7410749
TEXAS,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,38787,7410749
UTAH,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,663742,927844
UTAH,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,241199,927844
UTAH,2004,"NADER, RALPH",OTHER,UNAFFILIATED,11305,927844
UTAH,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,6841,927844
UTAH,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,3375,927844
UTAH,2004,"JAY, CHARLES",OTHER,PERSONAL CHOICE,946,927844
UTAH,2004,"CALERO, ROGER",OTHER,SOCIALIST WORKERS,393,927844
VERMONT,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,184067,312309
VERMONT,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,121180,312309
VERMONT,2004,"NADER, RALPH",OTHER,INDEPENDENT,4494,312309
VERMONT,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,1102,312309
VERMONT,2004,"PARKER, JOHN",OTHER,LIBERTY UNION PARTY,265,312309
VERMONT,2004,"CALERO, ROGER",OTHER,SOCIALIST WORKERS,244,312309
VIRGINIA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1716959,3195415
VIRGINIA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,1454742,3195415
VIRGINIA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,11032,3195415
VIRGINIA,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,10161,3195415
WASHINGTON,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,1510201,2859084
WASHINGTON,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1304894,2859084
WASHINGTON,2004,"NADER, RALPH",OTHER,INDEPENDENT,23283,2859084
WASHINGTON,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,11955,2859084
WASHINGTON,2004,"PEROUTKA, MICHAEL",OTHER,CONSTITUTION PARTY,3922,2859084
WASHINGTON,2004,"COBB, DAVID",OTHER,GREEN,2974,2859084
WASHINGTON,2004,"PARKER, JOHN",OTHER,WORKERS WORLD,1077,2859084
WASHINGTON,2004,"CALERO, ROGER",OTHER,SOCIALIST WORKERS,547,2859084
WASHINGTON,2004,"VAN AUKEN, BILL",OTHER,SOCIALIST EQUALITY PARTY,231,2859084
WEST VIRGINIA,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,423778,755792
WEST VIRGINIA,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,326541,755792
WEST VIRGINIA,2004,"NADER, RALPH",OTHER,INDEPENDENT,4063,755792
WEST VIRGINIA,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,1405,755792
WISCONSIN,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,1489504,2997007
